models=Nomadic	selected=Random Walk	walkingtime=20	selected=random initializer	scale=1.0	params=0.0,1.0,	bias=0.0	distribution=jsc.distributions.Uniform	scale=1.0	params=0.0,1.0,	bias=0.0	distribution=jsc.distributions.Uniform	maxpausetime=10	minspeed=5	selected=squarereflect	height=500	width=500	maxspeed=10	selected=NullPowerAlgorithm	locationinitializer=random initializer	scale=1.0	params=0.0,1.0,	bias=0.0	distribution=jsc.distributions.Uniform	scale=1.0	params=0.0,1.0,	bias=0.0	distribution=jsc.distributions.Uniform	adr=0.05	maps=squarereflect	height=500	width=500	leadersmodeloffset=0.0,0.0,	sdr=0.05	pergrouprange=false	extratraces=true	groupsizes=1,1,	rangealgorithms=NullPowerAlgorithm	maxinitialdistance=30	filenamegenerator=simple	seed=outputtrace	numberiterate=true	defaultfilter=edu.sharif.ce.dml.common.data.trace.filter.DirectoryFilter	isinput=false	fileaddress=output	multiple=false	tracewriter=text	nodenumber=10	maxsimulationtime=1000
Time	Node	PositionX	PositionY	Speed	Direction Angle	Range	GroupNumber	Is Leader
2	11	301	400	5.27	1.51	0	1	false
2	12	301	400	5.51	1.73	0	1	false
2	13	301	400	5.56	1.26	0	1	false
2	14	301	400	5.36	1.57	0	1	false
3	0	291	399	7.5	3.47	0	0	true
3	1	271	401	7.46	3.45	0	0	false
3	2	288	414	7.63	3.26	0	0	false
3	3	319	414	7.86	3.45	0	0	false
3	4	304	379	7.48	3.45	0	0	false
3	5	307	395	7.58	3.77	0	0	false
3	6	285	381	7.61	3.41	0	0	false
3	7	450	60	5.31	1.5	0	1	true
3	8	455	59	5.14	1.53	0	1	false
3	9	467	34	5.16	1.4	0	1	false
3	10	295	397	5.05	1.25	0	1	false
3	11	295	397	5.23	1.61	0	1	false
3	12	295	397	5.56	1.54	0	1	false
3	13	295	397	5.06	1.57	0	1	false
3	14	295	397	5.52	1.23	0	1	false
4	0	284	397	7.5	3.47	0	0	true
4	1	264	399	7.5	3.28	0	0	false
4	2	280	413	7.77	3.74	0	0	false
4	3	312	412	7.48	3.59	0	0	false
4	4	297	376	7.49	3.61	0	0	false
4	5	301	391	7.24	3.29	0	0	false
4	6	277	379	7.29	3.17	0	0	false
4	7	450	65	5.31	1.5	0	1	true
4	8	455	64	5.31	1.54	0	1	false
4	9	468	39	5.4	1.52	0	1	false
4	10	287	395	5.32	1.73	0	1	false
4	11	287	395	5.29	1.51	0	1	false
4	12	287	395	5.26	1.35	0	1	false
4	13	287	395	5.36	1.74	0	1	false
4	14	287	395	5.06	1.33	0	1	false
5	0	277	394	7.5	3.47	0	0	true
5	1	256	398	7.77	3.38	0	0	false
5	2	274	409	7.14	3.45	0	0	false
5	3	305	409	7.86	3.63	0	0	false
5	4	290	373	7.39	3.24	0	0	false
5	5	294	390	7.63	3.5	0	0	false
5	6	270	379	7.81	3.76	0	0	false
5	7	450	71	5.31	1.5	0	1	true
5	8	455	70	5.51	1.69	0	1	false
5	9	468	44	5.32	1.7	0	1	false
5	10	280	393	5.45	1.46	0	1	false
5	11	280	393	5.47	1.21	0	1	false
5	12	280	393	5.31	1.56	0	1	false
5	13	280	393	5.28	1.74	0	1	false
5	14	280	393	5.06	1.57	0	1	false
6	0	270	392	7.5	3.47	0	0	true
6	1	249	396	7.52	3.26	0	0	false
6	2	267	407	7.54	3.74	0	0	false
6	3	298	405	7.82	3.47	0	0	false
6	4	283	372	7.43	3.28	0	0	false
6	5	286	387	7.47	3.37	0	0	false
6	6	264	374	7.59	3.43	0	0	false
6	7	451	76	5.31	1.5	0	1	true
6	8	455	75	5.44	1.55	0	1	false
6	9	467	49	5.35	1.58	0	1	false
6	10	273	390	5.42	1.61	0	1	false
6	11	273	390	5.2	1.53	0	1	false
6	12	273	390	5.09	1.29	0	1	false
6	13	273	390	5.58	1.37	0	1	false
6	14	273	390	5.06	1.74	0	1	false
7	0	263	389	7.5	3.47	0	0	true
7	1	241	395	7.73	3.39	0	0	false
7	2	261	403	7.48	3.44	0	0	false
7	3	291	402	7.68	3.57	0	0	false
7	4	276	371	7.74	3.17	0	0	false
7	5	279	386	7.49	3.59	0	0	false
7	6	256	372	7.48	3.29	0	0	false
7	7	451	81	5.31	1.5	0	1	true
7	8	455	81	5.11	1.21	0	1	false
7	9	467	55	5.31	1.34	0	1	false
7	10	266	388	5.54	1.65	0	1	false
7	11	241	388	5.38	1.57	0	1	false
7	12	266	388	5.19	1.44	0	1	false
7	13	266	388	5.15	1.38	0	1	false
7	14	266	388	5.06	1.27	0	1	false
8	0	256	387	7.5	3.47	0	0	true
8	1	234	393	7.13	3.52	0	0	false
8	2	254	400	7.57	3.3	0	0	false
8	3	284	399	7.67	3.3	0	0	false
8	4	268	371	7.57	3.39	0	0	false
8	5	272	382	7.73	3.44	0	0	false
8	6	249	371	7.87	3.53	0	0	false
8	7	452	87	5.31	1.5	0	1	true
8	8	457	85	5.44	1.29	0	1	false
8	9	468	60	5.08	1.36	0	1	false
8	10	259	386	5.49	1.57	0	1	false
8	11	234	386	5.19	1.5	0	1	false
8	12	259	386	5.55	1.47	0	1	false
8	13	259	386	5.4	1.79	0	1	false
8	14	259	386	5.52	1.44	0	1	false
9	0	248	385	7.5	3.47	0	0	true
9	1	227	391	7.5	3.21	0	0	false
9	2	246	399	7.57	3.61	0	0	false
9	3	276	398	7.68	3.53	0	0	false
9	4	260	369	7.34	3.73	0	0	false
9	5	265	380	7.56	3.59	0	0	false
9	6	242	368	7.77	3.26	0	0	false
9	7	452	92	5.31	1.5	0	1	true
9	8	458	91	5.22	1.53	0	1	false
9	9	469	65	5.17	1.41	0	1	false
9	10	252	384	5.12	1.63	0	1	false
9	11	227	384	5.11	1.56	0	1	false
9	12	252	384	5.11	1.5	0	1	false
9	13	252	384	5.32	1.29	0	1	false
9	14	252	384	5.46	1.23	0	1	false
10	0	241	382	7.5	3.47	0	0	true
10	1	220	390	7.63	3.32	0	0	false
10	2	240	396	7.76	3.47	0	0	false
10	3	269	395	7.53	3.35	0	0	false
10	4	254	365	7.87	3.39	0	0	false
10	5	258	377	7.79	3.21	0	0	false
10	6	234	367	7.87	3.18	0	0	false
10	7	452	97	5.31	1.5	0	1	true
10	8	458	96	5.55	1.6	0	1	false
10	9	470	70	5.31	1.3	0	1	false
10	10	245	381	5.13	1.61	0	1	false
10	11	220	381	5.48	1.6	0	1	false
10	12	245	381	5.35	1.25	0	1	false
10	13	245	381	5.37	1.36	0	1	false
10	14	245	381	5.5	1.21	0	1	false
11	0	234	380	7.5	3.47	0	0	true
11	1	212	389	7.49	3.66	0	0	false
11	2	232	393	7.78	3.78	0	0	false
11	3	262	393	7.19	3.25	0	0	false
11	4	247	363	7.21	3.3	0	0	false
11	5	250	376	7.32	3.43	0	0	false
11	6	226	367	7.56	3.57	0	0	false
11	7	453	103	5.31	1.5	0	1	true
11	8	458	101	5.43	1.52	0	1	false
11	9	472	75	5.13	1.76	0	1	false
11	10	237	380	5.46	1.57	0	1	false
11	11	212	380	5.22	1.76	0	1	false
11	12	237	380	5.25	1.58	0	1	false
11	13	237	380	5.51	1.69	0	1	false
11	14	237	380	5.14	1.71	0	1	false
12	0	227	377	7.5	3.47	0	0	true
12	1	206	385	7.14	3.22	0	0	false
12	2	226	389	7.77	3.5	0	0	false
12	3	254	393	7.49	3.26	0	0	false
12	4	240	362	7.48	3.32	0	0	false
12	5	243	374	7.36	3.55	0	0	false
12	6	219	363	7.16	3.66	0	0	false
12	7	453	108	5.31	1.5	0	1	true
12	8	459	107	5.07	1.73	0	1	false
12	9	471	80	5.45	1.8	0	1	false
12	10	230	377	5.14	1.6	0	1	false
12	11	205	377	5.14	1.24	0	1	false
12	12	230	377	5.36	1.41	0	1	false
12	13	230	377	5.36	1.27	0	1	false
12	14	230	377	5.25	1.57	0	1	false
13	0	220	375	7.5	3.47	0	0	true
13	1	199	385	7.28	3.53	0	0	false
13	2	219	386	7.69	3.49	0	0	false
13	3	247	392	7.3	3.62	0	0	false
13	4	232	361	7.2	3.43	0	0	false
13	5	237	371	7.28	3.39	0	0	false
13	6	213	360	7.59	3.25	0	0	false
13	7	453	113	5.31	1.5	0	1	true
13	8	458	112	5.36	1.26	0	1	false
13	9	469	85	5.56	1.37	0	1	false
13	10	223	375	5.56	1.29	0	1	false
13	11	198	375	5.57	1.41	0	1	false
13	12	223	375	5.47	1.58	0	1	false
13	13	223	375	5.36	1.3	0	1	false
13	14	223	375	5.18	1.72	0	1	false
14	0	213	373	7.5	3.47	0	0	true
14	1	192	382	7.17	3.3	0	0	false
14	2	212	383	7.59	3.68	0	0	false
14	3	241	388	7.51	3.17	0	0	false
14	4	225	359	7.87	3.16	0	0	false
14	5	229	370	7.55	3.51	0	0	false
14	6	205	359	7.54	3.45	0	0	false
14	7	454	118	5.31	1.5	0	1	true
14	8	459	117	5.05	1.56	0	1	false
14	9	471	91	5.17	1.64	0	1	false
14	10	216	373	5.42	1.62	0	1	false
14	11	191	373	5.47	1.66	0	1	false
14	12	216	373	5.29	1.55	0	1	false
14	13	216	373	5.13	1.77	0	1	false
14	14	216	373	5.53	1.72	0	1	false
15	0	206	370	7.5	3.47	0	0	true
15	1	185	381	7.83	3.17	0	0	false
15	2	205	379	7.19	3.59	0	0	false
15	3	233	388	7.55	3.56	0	0	false
15	4	217	359	7.53	3.54	0	0	false
15	5	222	367	7.27	3.33	0	0	false
15	6	198	357	7.47	3.33	0	0	false
15	7	454	124	5.31	1.5	0	1	true
15	8	459	122	5.42	1.28	0	1	false
15	9	470	96	5.34	1.72	0	1	false
15	10	209	371	5.23	1.33	0	1	false
15	11	184	371	5.18	1.42	0	1	false
15	12	209	371	5.21	1.63	0	1	false
15	13	209	371	5.34	1.8	0	1	false
15	14	209	371	5.51	1.75	0	1	false
16	0	199	368	7.5	3.47	0	0	true
16	1	177	380	7.35	3.17	0	0	false
16	2	199	376	7.38	3.25	0	0	false
16	3	226	385	7.57	3.45	0	0	false
16	4	210	356	7.29	3.43	0	0	false
16	5	215	365	7.44	3.33	0	0	false
16	6	191	355	7.46	3.45	0	0	false
16	7	455	129	5.31	1.5	0	1	true
16	8	461	127	5.35	1.41	0	1	false
16	9	469	101	5.42	1.65	0	1	false
16	10	202	369	5.22	1.35	0	1	false
16	11	177	369	5.46	1.4	0	1	false
16	12	202	369	5.48	1.63	0	1	false
16	13	202	369	5.29	1.23	0	1	false
16	14	202	369	5.3	1.28	0	1	false
17	0	192	365	7.5	3.47	0	0	true
17	1	170	380	7.44	3.74	0	0	false
17	2	191	375	7.36	3.5	0	0	false
17	3	219	383	7.68	3.66	0	0	false
17	4	203	354	7.49	3.31	0	0	false
17	5	208	364	7.3	3.47	0	0	false
17	6	184	353	7.67	3.77	0	0	false
17	7	455	134	5.31	1.5	0	1	true
17	8	462	132	5.46	1.34	0	1	false
17	9	469	107	5.05	1.39	0	1	false
17	10	195	367	5.42	1.56	0	1	false
17	11	170	367	5.27	1.79	0	1	false
17	12	195	367	5.41	1.33	0	1	false
17	13	195	367	5.08	1.81	0	1	false
17	14	195	367	5.16	1.62	0	1	false
18	0	184	363	7.5	3.47	0	0	true
18	1	164	376	7.67	3.38	0	0	false
18	2	184	373	7.31	3.17	0	0	false
18	3	212	379	7.44	3.43	0	0	false
18	4	196	352	7.14	3.76	0	0	false
18	5	201	362	7.81	3.26	0	0	false
18	6	178	349	7.64	3.36	0	0	false
18	7	455	140	5.31	1.5	0	1	true
18	8	463	138	5.21	1.75	0	1	false
18	9	470	112	5.21	1.46	0	1	false
18	10	188	364	5.31	1.72	0	1	false
18	11	163	364	5.09	1.66	0	1	false
18	12	188	364	5.4	1.52	0	1	false
18	13	188	364	5.43	1.73	0	1	false
18	14	188	364	5.3	1.27	0	1	false
19	0	177	361	7.5	3.47	0	0	true
19	1	156	374	7.62	3.38	0	0	false
19	2	177	373	7.49	3.44	0	0	false
19	3	205	377	7.65	3.56	0	0	false
19	4	190	348	7.36	3.45	0	0	false
19	5	193	361	7.16	3.68	0	0	false
19	6	170	347	7.32	3.64	0	0	false
19	7	456	145	5.31	1.5	0	1	true
19	8	462	143	5.32	1.6	0	1	false
19	9	470	117	5.49	1.57	0	1	false
19	10	181	363	5.52	1.5	0	1	false
19	11	156	363	5.19	1.37	0	1	false
19	12	181	363	5.05	1.46	0	1	false
19	13	181	363	5.49	1.21	0	1	false
19	14	181	363	5.11	1.7	0	1	false
20	0	170	358	7.5	3.47	0	0	true
20	1	149	372	7.79	3.34	0	0	false
20	2	170	370	7.15	3.35	0	0	false
20	3	198	374	7.14	3.59	0	0	false
20	4	183	346	7.3	3.53	0	0	false
20	5	187	357	7.87	3.41	0	0	false
20	6	164	343	7.34	3.69	0	0	false
20	7	456	150	5.31	1.5	0	1	true
20	8	462	148	5.08	1.49	0	1	false
20	9	470	122	5.33	1.36	0	1	false
20	10	174	360	5.38	1.25	0	1	false
20	11	149	360	5.43	1.72	0	1	false
20	12	174	360	5.1	1.27	0	1	false
20	13	174	360	5.53	1.77	0	1	false
20	14	174	360	5.08	1.73	0	1	false
21	0	171	353	5.93	4.92	0	0	true
21	1	141	371	5.66	5.08	0	0	false
21	2	163	369	5.98	4.66	0	0	false
21	3	192	371	6.1	4.69	0	0	false
21	4	177	343	5.76	4.88	0	0	false
21	5	180	355	6.12	5.08	0	0	false
21	6	157	340	6.07	5.12	0	0	false
21	7	454	144	6.47	4.44	0	1	true
21	8	462	153	6.31	4.7	0	1	false
21	9	472	127	6.41	4.49	0	1	false
21	10	168	357	6.42	4.71	0	1	false
21	11	143	357	6.28	4.46	0	1	false
21	12	168	357	6.72	4.17	0	1	false
21	13	168	357	6.17	4.26	0	1	false
21	14	168	357	6.31	4.37	0	1	false
22	0	173	347	5.93	4.92	0	0	true
22	1	143	366	5.98	4.7	0	0	false
22	2	163	363	6.1	5.05	0	0	false
22	3	192	365	6.12	4.92	0	0	false
22	4	177	338	6.04	4.86	0	0	false
22	5	182	349	5.65	5.01	0	0	false
22	6	160	334	5.82	4.8	0	0	false
22	7	452	138	6.47	4.44	0	1	true
22	8	462	147	6.77	4.49	0	1	false
22	9	470	121	6.79	4.35	0	1	false
22	10	170	351	6.25	4.57	0	1	false
22	11	170	376	6.58	4.44	0	1	false
22	12	170	351	6.66	4.44	0	1	false
22	13	170	351	6.68	4.38	0	1	false
22	14	170	351	6.71	4.41	0	1	false
23	0	174	341	5.93	4.92	0	0	true
23	1	143	360	5.65	4.62	0	0	false
23	2	165	357	6	4.74	0	0	false
23	3	193	359	5.73	4.8	0	0	false
23	4	178	332	5.79	4.86	0	0	false
23	5	183	344	6.16	4.95	0	0	false
23	6	160	328	6.14	4.83	0	0	false
23	7	451	132	6.47	4.44	0	1	true
23	8	461	140	6.74	4.47	0	1	false
23	9	468	115	6.46	4.54	0	1	false
23	10	170	345	6.72	4.24	0	1	false
23	11	195	345	6.34	4.22	0	1	false
23	12	145	345	6.39	4.51	0	1	false
23	13	170	345	6.33	4.72	0	1	false
23	14	170	345	6.22	4.45	0	1	false
24	0	175	335	5.93	4.92	0	0	true
24	1	142	354	5.95	4.88	0	0	false
24	2	165	351	6.1	4.98	0	0	false
24	3	193	353	5.81	4.88	0	0	false
24	4	179	326	6.23	5.08	0	0	false
24	5	185	338	5.69	5.22	0	0	false
24	6	161	322	5.92	5.02	0	0	false
24	7	449	125	6.47	4.44	0	1	true
24	8	459	134	6.41	4.46	0	1	false
24	9	467	109	6.34	4.66	0	1	false
24	10	171	339	6.45	4.37	0	1	false
24	11	171	364	6.27	4.6	0	1	false
24	12	146	339	6.55	4.17	0	1	false
24	13	171	339	6.53	4.36	0	1	false
24	14	171	339	6.59	4.71	0	1	false
25	0	176	329	5.93	4.92	0	0	true
25	1	143	348	5.88	5.05	0	0	false
25	2	166	345	6.08	4.88	0	0	false
25	3	194	347	6.08	4.85	0	0	false
25	4	181	320	5.81	4.86	0	0	false
25	5	188	333	5.96	4.78	0	0	false
25	6	163	316	5.65	4.82	0	0	false
25	7	447	119	6.47	4.44	0	1	true
25	8	458	128	6.42	4.29	0	1	false
25	9	466	102	6.73	4.22	0	1	false
25	10	173	334	6.64	4.52	0	1	false
25	11	148	334	6.27	4.25	0	1	false
25	12	173	334	6.3	4.46	0	1	false
25	13	173	334	6.56	4.13	0	1	false
25	14	173	334	6.37	4.49	0	1	false
26	0	178	324	5.93	4.92	0	0	true
26	1	145	343	5.89	4.94	0	0	false
26	2	167	339	5.86	4.91	0	0	false
26	3	195	341	5.63	4.87	0	0	false
26	4	182	314	5.65	4.73	0	0	false
26	5	188	327	6.18	4.81	0	0	false
26	6	163	311	5.7	4.62	0	0	false
26	7	445	113	6.47	4.44	0	1	true
26	8	455	122	6.4	4.6	0	1	false
26	9	463	96	6.79	4.75	0	1	false
26	10	174	328	6.18	4.31	0	1	false
26	11	149	328	6.77	4.67	0	1	false
26	12	174	328	6.28	4.36	0	1	false
26	13	174	328	6.62	4.34	0	1	false
26	14	174	328	6.35	4.18	0	1	false
27	0	179	318	5.93	4.92	0	0	true
27	1	147	337	6.14	4.94	0	0	false
27	2	169	334	6.08	5.06	0	0	false
27	3	196	336	6.07	5.14	0	0	false
27	4	182	309	5.75	4.73	0	0	false
27	5	189	321	5.64	4.68	0	0	false
27	6	163	305	6.05	5.15	0	0	false
27	7	444	107	6.47	4.44	0	1	true
27	8	454	115	6.54	4.62	0	1	false
27	9	463	89	6.47	4.35	0	1	false
27	10	175	322	6.59	4.66	0	1	false
27	11	175	347	6.75	4.28	0	1	false
27	12	175	322	6.64	4.58	0	1	false
27	13	175	322	6.61	4.23	0	1	false
27	14	175	322	6.79	4.14	0	1	false
28	0	180	312	5.93	4.92	0	0	true
28	1	148	331	5.92	4.94	0	0	false
28	2	171	328	5.98	5.17	0	0	false
28	3	198	330	5.68	4.64	0	0	false
28	4	183	303	5.83	5.22	0	0	false
28	5	189	315	6.2	4.63	0	0	false
28	6	166	300	5.99	4.62	0	0	false
28	7	442	100	6.47	4.44	0	1	true
28	8	454	109	6.46	4.67	0	1	false
28	9	461	83	6.74	4.35	0	1	false
28	10	176	317	6.72	4.43	0	1	false
28	11	201	317	6.44	4.51	0	1	false
28	12	151	317	6.54	4.46	0	1	false
28	13	176	317	6.22	4.44	0	1	false
28	14	176	317	6.22	4.71	0	1	false
29	0	181	306	5.93	4.92	0	0	true
29	1	150	325	5.98	5.06	0	0	false
29	2	173	322	6.18	4.91	0	0	false
29	3	198	325	6.01	4.66	0	0	false
29	4	185	298	5.74	4.89	0	0	false
29	5	188	309	6.09	4.87	0	0	false
29	6	165	294	5.92	5.07	0	0	false
29	7	440	94	6.47	4.44	0	1	true
29	8	453	102	6.71	4.42	0	1	false
29	9	459	77	6.35	4.61	0	1	false
29	10	177	311	6.58	4.26	0	1	false
29	11	177	336	6.69	4.41	0	1	false
29	12	152	311	6.44	4.43	0	1	false
29	13	177	311	6.41	4.42	0	1	false
29	14	177	311	6.36	4.13	0	1	false
30	0	182	300	5.93	4.92	0	0	true
30	1	152	319	5.89	4.97	0	0	false
30	2	175	316	6.14	4.89	0	0	false
30	3	198	319	5.86	5	0	0	false
30	4	186	292	6.01	4.61	0	0	false
30	5	189	303	6.03	5.04	0	0	false
30	6	167	288	5.96	4.65	0	0	false
30	7	438	88	6.47	4.44	0	1	true
30	8	452	96	6.42	4.24	0	1	false
30	9	458	71	6.72	4.48	0	1	false
30	10	178	305	6.73	4.4	0	1	false
30	11	153	305	6.77	4.23	0	1	false
30	12	178	305	6.38	4.21	0	1	false
30	13	178	305	6.59	4.61	0	1	false
30	14	178	305	6.42	4.72	0	1	false
31	0	184	294	5.93	4.92	0	0	true
31	1	153	314	6.14	4.97	0	0	false
31	2	176	310	5.77	4.96	0	0	false
31	3	199	313	6.09	4.68	0	0	false
31	4	186	286	5.8	4.77	0	0	false
31	5	191	297	5.79	4.74	0	0	false
31	6	167	282	5.83	4.93	0	0	false
31	7	437	82	6.47	4.44	0	1	true
31	8	449	90	6.41	4.44	0	1	false
31	9	456	64	6.7	4.23	0	1	false
31	10	179	299	6.21	4.61	0	1	false
31	11	154	299	6.79	4.38	0	1	false
31	12	179	299	6.25	4.26	0	1	false
31	13	179	299	6.52	4.44	0	1	false
31	14	179	299	6.42	4.64	0	1	false
32	0	185	289	5.93	4.92	0	0	true
32	1	155	308	5.86	5.23	0	0	false
32	2	177	305	6.16	4.74	0	0	false
32	3	199	307	5.63	5.2	0	0	false
32	4	186	280	5.85	5.05	0	0	false
32	5	191	292	5.76	4.61	0	0	false
32	6	168	277	6.03	5.14	0	0	false
32	7	435	76	6.47	4.44	0	1	true
32	8	447	84	6.65	4.61	0	1	false
32	9	453	58	6.19	4.71	0	1	false
32	10	180	294	6.48	4.16	0	1	false
32	11	155	294	6.74	4.5	0	1	false
32	12	180	294	6.57	4.31	0	1	false
32	13	180	294	6.31	4.34	0	1	false
32	14	180	294	6.3	4.69	0	1	false
33	0	186	283	5.93	4.92	0	0	true
33	1	158	303	6.13	4.71	0	0	false
33	2	177	299	5.65	4.62	0	0	false
33	3	202	302	5.78	5	0	0	false
33	4	188	275	6.03	5.02	0	0	false
33	5	190	286	6.21	5.03	0	0	false
33	6	170	271	5.7	4.91	0	0	false
33	7	433	69	6.47	4.44	0	1	true
33	8	446	78	6.26	4.33	0	1	false
33	9	453	52	6.59	4.19	0	1	false
33	10	181	288	6.36	4.14	0	1	false
33	11	181	313	6.73	4.26	0	1	false
33	12	181	288	6.71	4.21	0	1	false
33	13	181	288	6.52	4.68	0	1	false
33	14	181	288	6.71	4.21	0	1	false
34	0	187	277	5.93	4.92	0	0	true
34	1	158	297	6.08	5.04	0	0	false
34	2	177	293	5.83	4.93	0	0	false
34	3	203	296	5.71	5.13	0	0	false
34	4	190	269	5.8	4.73	0	0	false
34	5	192	280	5.96	4.62	0	0	false
34	6	172	265	5.8	5.12	0	0	false
34	7	431	63	6.47	4.44	0	1	true
34	8	444	72	6.62	4.2	0	1	false
34	9	450	46	6.45	4.57	0	1	false
34	10	182	282	6.65	4.28	0	1	false
34	11	182	307	6.61	4.2	0	1	false
34	12	182	282	6.61	4.73	0	1	false
34	13	182	282	6.23	4.38	0	1	false
34	14	182	282	6.31	4.22	0	1	false
35	0	189	271	5.93	4.92	0	0	true
35	1	159	291	5.89	5.17	0	0	false
35	2	178	287	5.83	4.67	0	0	false
35	3	206	291	5.72	4.65	0	0	false
35	4	190	263	5.64	4.64	0	0	false
35	5	192	274	5.93	5.21	0	0	false
35	6	174	260	6.1	4.89	0	0	false
35	7	429	57	6.47	4.44	0	1	true
35	8	441	66	6.2	4.68	0	1	false
35	9	449	40	6.52	4.21	0	1	false
35	10	184	276	6.2	4.13	0	1	false
35	11	184	301	6.48	4.26	0	1	false
35	12	184	276	6.16	4.74	0	1	false
35	13	184	276	6.41	4.32	0	1	false
35	14	184	276	6.65	4.66	0	1	false
36	0	190	265	5.93	4.92	0	0	true
36	1	162	286	5.87	4.95	0	0	false
36	2	178	281	5.96	5.14	0	0	false
36	3	205	285	6.08	4.76	0	0	false
36	4	190	258	5.73	4.79	0	0	false
36	5	195	269	6.16	5.16	0	0	false
36	6	175	254	5.84	4.78	0	0	false
36	7	428	51	6.47	4.44	0	1	true
36	8	441	60	6.53	4.17	0	1	false
36	9	446	34	6.72	4.31	0	1	false
36	10	185	271	6.49	4.18	0	1	false
36	11	185	271	6.38	4.19	0	1	false
36	12	185	271	6.58	4.3	0	1	false
36	13	185	271	6.43	4.37	0	1	false
36	14	185	271	6.68	4.27	0	1	false
37	0	191	260	5.93	4.92	0	0	true
37	1	163	280	5.64	4.8	0	0	false
37	2	180	276	5.66	4.99	0	0	false
37	3	206	279	6.12	4.9	0	0	false
37	4	190	252	6.22	5.09	0	0	false
37	5	197	263	5.69	5	0	0	false
37	6	175	248	6.06	4.97	0	0	false
37	7	426	44	6.47	4.44	0	1	true
37	8	437	54	6.32	4.5	0	1	false
37	9	443	28	6.77	4.71	0	1	false
37	10	186	265	6.4	4.61	0	1	false
37	11	186	265	6.53	4.53	0	1	false
37	12	186	265	6.17	4.66	0	1	false
37	13	186	265	6.54	4.32	0	1	false
37	14	186	265	6.16	4.28	0	1	false
38	0	192	254	5.93	4.92	0	0	true
38	1	164	274	5.93	4.9	0	0	false
38	2	182	271	6.03	5.21	0	0	false
38	3	207	273	6	4.87	0	0	false
38	4	192	246	5.73	4.67	0	0	false
38	5	199	258	6	4.87	0	0	false
38	6	177	242	6.15	5.05	0	0	false
38	7	424	38	6.47	4.44	0	1	true
38	8	436	48	6.69	4.46	0	1	false
38	9	443	21	6.73	4.49	0	1	false
38	10	187	259	6.36	4.34	0	1	false
38	11	162	259	6.2	4.6	0	1	false
38	12	187	259	6.39	4.47	0	1	false
38	13	187	259	6.42	4.17	0	1	false
38	14	187	259	6.41	4.71	0	1	false
39	0	194	248	5.93	4.92	0	0	true
39	1	165	268	6.21	4.88	0	0	false
39	2	185	265	5.78	4.93	0	0	false
39	3	208	267	5.96	5.14	0	0	false
39	4	192	240	6.01	5.12	0	0	false
39	5	200	252	6.1	4.75	0	0	false
39	6	179	237	5.96	5.15	0	0	false
39	7	422	32	6.47	4.44	0	1	true
39	8	434	41	6.3	4.43	0	1	false
39	9	442	15	6.15	4.68	0	1	false
39	10	189	253	6.23	4.39	0	1	false
39	11	189	253	6.33	4.4	0	1	false
39	12	189	253	6.4	4.55	0	1	false
39	13	189	253	6.79	4.42	0	1	false
39	14	189	253	6.37	4.74	0	1	false
40	0	195	242	5.93	4.92	0	0	true
40	1	166	262	6.15	4.65	0	0	false
40	2	186	260	5.97	4.91	0	0	false
