models=Nomadic	selected=Random Walk	walkingtime=20	selected=random initializer	scale=1.0	params=0.0,1.0,	bias=0.0	distribution=jsc.distributions.Uniform	scale=1.0	params=0.0,1.0,	bias=0.0	distribution=jsc.distributions.Uniform	maxpausetime=10	minspeed=5	selected=squarereflect	height=500	width=500	maxspeed=10	selected=NullPowerAlgorithm	locationinitializer=random initializer	scale=1.0	params=0.0,1.0,	bias=0.0	distribution=jsc.distributions.Uniform	scale=1.0	params=0.0,1.0,	bias=0.0	distribution=jsc.distributions.Uniform	adr=0.05	maps=squarereflect	height=500	width=500	leadersmodeloffset=0.0,0.0,	sdr=0.05	pergrouprange=false	extratraces=true	groupsizes=102,103,	rangealgorithms=NullPowerAlgorithm	maxinitialdistance=30	filenamegenerator=simple	seed=outputtrace	numberiterate=true	defaultfilter=edu.sharif.ce.dml.common.data.trace.filter.DirectoryFilter	isinput=false	fileaddress=output	multiple=false	tracewriter=text	nodenumber=50	maxsimulationtime=1000
Time	Node	PositionX	PositionY	Speed	Direction Angle	Range	GroupNumber	Is Leader
1	0	350	430	9.25	5.03	0	0	true
1	1	344	404	9.62	4.74	0	0	false
1	2	321	416	8.99	4.8	0	0	false
1	3	344	419	9.05	5.26	0	0	false
1	4	344	447	9.68	5.11	0	0	false
1	5	330	401	9.43	4.72	0	0	false
1	6	342	407	9.17	4.87	0	0	false
1	7	353	421	9.58	5.33	0	0	false
1	8	336	445	8.91	5.22	0	0	false
1	9	326	427	8.79	5.19	0	0	false
1	10	346	459	9.24	5.09	0	0	false
1	11	353	436	8.92	4.94	0	0	false
1	12	348	423	9.21	4.92	0	0	false
1	13	346	420	9.56	5.09	0	0	false
1	14	342	441	9.08	4.89	0	0	false
1	15	330	436	9.55	5.22	0	0	false
1	16	373	417	8.91	5.21	0	0	false
1	17	369	457	8.88	5.11	0	0	false
1	18	360	432	9.09	5.27	0	0	false
1	19	348	440	9.18	5.01	0	0	false
1	20	341	446	9.15	5.31	0	0	false
1	21	360	403	9.19	4.92	0	0	false
1	22	346	447	9.45	5.27	0	0	false
1	23	334	441	8.86	5.14	0	0	false
1	24	324	428	9.57	5.21	0	0	false
1	25	375	444	9.16	4.94	0	0	false
1	26	340	400	9.58	4.78	0	0	false
1	27	272	31	9.66	5.29	0	1	true
1	28	277	3	9.22	5.45	0	1	false
1	29	291	8	9.92	5.19	0	1	false
1	30	301	57	9.59	5.4	0	1	false
1	31	267	7	9.32	5.21	0	1	false
1	32	291	9	9.34	5.28	0	1	false
1	33	287	18	9.99	5.37	0	1	false
1	34	277	45	9.52	4.99	0	1	false
1	35	303	22	9.78	5.45	0	1	false
1	36	251	13	9.78	5.49	0	1	false
1	37	264	36	9.73	5.56	0	1	false
1	38	292	28	9.74	5.28	0	1	false
1	39	263	12	10.12	5.2	0	1	false
1	40	256	62	9.95	5.16	0	1	false
1	41	264	33	9.54	5.14	0	1	false
1	42	282	14	9.5	5.36	0	1	false
1	43	266	59	10.01	5.27	0	1	false
1	44	279	26	9.22	5.1	0	1	false
1	45	246	53	9.32	5.36	0	1	false
1	46	268	37	9.47	5.09	0	1	false
1	47	281	28	9.83	5.55	0	1	false
1	48	291	15	9.84	5.17	0	1	false
1	49	286	40	9.89	5.4	0	1	false
1	50	287	43	10.13	5.54	0	1	false
1	51	252	11	9.83	5.47	0	1	false
1	52	255	29	9.72	5.15	0	1	false
1	53	258	57	9.25	5.25	0	1	false
1	54	261	40	9.72	5.17	0	1	false
2	0	353	421	9.25	5.03	0	0	true
2	1	344	394	9.11	5.3	0	0	false
2	2	322	407	9.24	5.04	0	0	false
2	3	348	411	9.5	4.84	0	0	false
2	4	347	438	9.02	5.13	0	0	false
2	5	330	392	9.1	4.75	0	0	false
2	6	343	398	9.01	4.92	0	0	false
2	7	358	413	8.81	5.2	0	0	false
2	8	340	438	9.22	5.03	0	0	false
2	9	330	419	8.81	5.2	0	0	false
2	10	349	450	9.24	5.24	0	0	false
2	11	355	427	9.33	5.14	0	0	false
2	12	349	414	9.3	4.95	0	0	false
2	13	350	411	8.81	4.74	0	0	false
2	14	344	432	9.7	5.15	0	0	false
2	15	335	428	9.4	5.16	0	0	false
2	16	378	409	9.35	5.06	0	0	false
2	17	373	449	9.02	5.13	0	0	false
2	18	365	424	9.12	4.83	0	0	false
2	19	351	431	9.59	4.88	0	0	false
2	20	346	439	8.94	4.76	0	0	false
2	21	362	394	8.97	4.95	0	0	false
2	22	351	439	9.06	5.26	0	0	false
2	23	338	433	9.59	5.34	0	0	false
2	24	328	419	9.46	5.08	0	0	false
2	25	377	435	9.09	5.1	0	0	false
2	26	340	391	8.82	5.31	0	0	false
2	27	278	23	9.66	5.29	0	1	true
2	28	283	3	9.88	5.3	0	1	false
2	29	296	0	9.23	5.09	0	1	false
2	30	307	50	9.71	5.01	0	1	false
2	31	272	1	9.34	5.45	0	1	false
2	32	296	1	9.94	5.06	0	1	false
2	33	293	10	9.37	5.3	0	1	false
2	34	279	36	9.87	5.14	0	1	false
2	35	309	15	9.26	5.56	0	1	false
2	36	258	6	9.92	5.09	0	1	false
2	37	271	29	9.35	5.59	0	1	false
2	38	297	20	9.85	5.06	0	1	false
2	39	268	3	10.13	5.6	0	1	false
2	40	260	53	9.77	5.12	0	1	false
2	41	268	25	9.71	5.23	0	1	false
2	42	287	6	9.9	5.54	0	1	false
2	43	272	51	10.14	5.56	0	1	false
2	44	283	17	9.85	5.24	0	1	false
2	45	251	45	9.91	5.33	0	1	false
2	46	272	28	9.18	5.2	0	1	false
2	47	288	21	9.18	5.33	0	1	false
2	48	295	6	9.52	5.01	0	1	false
2	49	292	33	9.18	5.1	0	1	false
2	50	294	39	9.64	4.99	0	1	false
2	51	262	5	9.47	5.46	0	1	false
2	52	262	19	10.09	5.54	0	1	false
2	53	264	46	10	5.54	0	1	false
2	54	267	29	9.99	5.41	0	1	false
3	0	356	412	9.25	5.03	0	0	true
3	1	349	387	9.3	4.97	0	0	false
3	2	325	398	9.11	5.14	0	0	false
3	3	349	402	9.62	4.84	0	0	false
3	4	351	430	9.39	4.83	0	0	false
3	5	331	383	9.29	5.23	0	0	false
3	6	345	389	9.26	4.91	0	0	false
3	7	362	405	9.24	4.79	0	0	false
3	8	343	429	9.35	4.82	0	0	false
3	9	334	412	8.81	5.05	0	0	false
3	10	354	442	8.81	5.19	0	0	false
3	11	359	419	9.41	5	0	0	false
3	12	352	405	9.05	5.01	0	0	false
3	13	350	402	9.41	5.15	0	0	false
3	14	348	423	9.22	5.07	0	0	false
3	15	339	419	9.59	5.26	0	0	false
3	16	381	400	9.57	4.88	0	0	false
3	17	376	441	9.23	5.2	0	0	false
3	18	366	415	8.89	5.17	0	0	false
3	19	352	422	9.36	4.88	0	0	false
3	20	347	430	9.56	4.91	0	0	false
3	21	364	385	9.06	5.27	0	0	false
3	22	356	431	9.33	5.07	0	0	false
3	23	344	425	9.62	5.21	0	0	false
3	24	332	410	9.56	4.83	0	0	false
3	25	381	426	8.9	4.74	0	0	false
3	26	345	383	9.45	5.16	0	0	false
3	27	283	15	9.66	5.29	0	1	true
3	28	289	4	9.33	5.61	0	1	false
3	29	299	7	9.37	5.54	0	1	false
3	30	310	40	9.71	5.57	0	1	false
3	31	278	5	10	5.22	0	1	false
3	32	300	8	9.25	5.47	0	1	false
3	33	299	2	9.39	5.24	0	1	false
3	34	283	27	9.99	5.44	0	1	false
3	35	316	9	9.64	5.36	0	1	false
3	36	262	2	9.45	5.21	0	1	false
3	37	278	23	9.91	5.08	0	1	false
3	38	301	11	9.89	5	0	1	false
3	39	276	2	9.18	5.14	0	1	false
3	40	264	44	9.82	5.16	0	1	false
3	41	272	16	9.72	5.3	0	1	false
3	42	295	0	9.54	5.06	0	1	false
3	43	279	44	9.23	5.57	0	1	false
3	44	288	9	10.07	5.05	0	1	false
3	45	257	37	9.99	5.12	0	1	false
3	46	276	20	9.77	5.09	0	1	false
3	47	294	14	9.94	5.47	0	1	false
3	48	298	2	9.78	5.51	0	1	false
3	49	296	24	9.89	5.59	0	1	false
3	50	297	33	9.29	5.12	0	1	false
3	51	271	2	9.41	5.1	0	1	false
3	52	272	11	9.39	5.58	0	1	false
3	53	273	37	9.41	5.06	0	1	false
3	54	276	19	9.38	5.53	0	1	false
4	0	359	403	9.25	5.03	0	0	true
4	1	352	378	9.38	4.8	0	0	false
4	2	329	390	9.22	4.94	0	0	false
4	3	351	392	9.55	4.75	0	0	false
4	4	352	421	9.24	5.34	0	0	false
4	5	335	375	9.45	5.31	0	0	false
4	6	347	380	9.1	5.31	0	0	false
4	7	363	396	9.22	5.18	0	0	false
4	8	344	420	9.23	5.21	0	0	false
4	9	337	403	9.3	5.22	0	0	false
4	10	358	434	9.21	4.95	0	0	false
4	11	361	410	9.06	4.9	0	0	false
4	12	354	396	9.64	4.95	0	0	false
4	13	354	394	8.9	5.22	0	0	false
4	14	351	415	9.17	5.17	0	0	false
4	15	344	411	8.89	4.83	0	0	false
4	16	382	391	9.18	5.08	0	0	false
4	17	381	433	9.26	5.09	0	0	false
4	18	370	407	9.2	4.75	0	0	false
4	19	354	412	8.9	5.07	0	0	false
4	20	349	421	9.24	4.72	0	0	false
4	21	369	378	9.62	5.29	0	0	false
4	22	359	422	8.83	5.08	0	0	false
4	23	348	417	8.86	5.27	0	0	false
4	24	333	401	9.24	5.2	0	0	false
4	25	381	417	9.41	5.34	0	0	false
4	26	349	375	9.68	5.09	0	0	false
4	27	288	7	9.66	5.29	0	1	true
4	28	296	1	9.47	5.02	0	1	false
4	29	306	1	9.81	5.41	0	1	false
4	30	317	34	9.74	5.08	0	1	false
4	31	283	2	9.48	5.48	0	1	false
4	32	306	1	9.24	5.51	0	1	false
4	33	303	5	9.5	5.12	0	1	false
4	34	290	20	9.23	5.44	0	1	false
4	35	322	1	9.88	5.23	0	1	false
4	36	266	5	9.56	5.07	0	1	false
4	37	282	14	9.98	5.04	0	1	false
4	38	304	1	9.88	5.04	0	1	false
4	39	279	5	9.57	5.58	0	1	false
4	40	268	35	10.02	5.32	0	1	false
4	41	278	8	9.51	5.55	0	1	false
4	42	298	8	9.59	5.21	0	1	false
4	43	286	38	10.14	5.49	0	1	false
4	44	291	0	9.54	5.59	0	1	false
4	45	261	28	9.52	5.56	0	1	false
4	46	280	11	10.06	5.41	0	1	false
4	47	301	6	9.45	5.15	0	1	false
4	48	305	3	9.81	5.42	0	1	false
4	49	303	18	9.62	5.49	0	1	false
4	50	301	27	9.21	5.35	0	1	false
4	51	278	5	9.53	5.01	0	1	false
4	52	279	8	9.46	5.47	0	1	false
4	53	278	30	10.14	5.07	0	1	false
4	54	285	11	9.96	5.55	0	1	false
5	0	362	395	9.25	5.03	0	0	true
5	1	352	369	9.38	5.19	0	0	false
5	2	331	381	9.18	5.07	0	0	false
5	3	351	383	8.84	4.81	0	0	false
5	4	358	413	9.5	4.8	0	0	false
5	5	341	367	8.83	4.88	0	0	false
5	6	352	373	9.44	4.78	0	0	false
5	7	367	388	9.08	4.91	0	0	false
5	8	349	412	9.67	5.2	0	0	false
5	9	342	395	9.56	4.72	0	0	false
5	10	360	426	8.88	5.21	0	0	false
5	11	363	401	8.93	5.32	0	0	false
5	12	356	387	9.15	4.84	0	0	false
5	13	358	386	9.33	4.95	0	0	false
5	14	355	406	9.15	4.98	0	0	false
5	15	345	402	9.44	5.1	0	0	false
5	16	386	382	9.41	5.15	0	0	false
5	17	384	424	9.3	5.3	0	0	false
5	18	370	398	8.92	4.92	0	0	false
5	19	357	404	9	5.13	0	0	false
5	20	349	411	9.26	5.02	0	0	false
5	21	374	370	9.23	5.26	0	0	false
5	22	363	414	9.03	5.15	0	0	false
5	23	353	409	9.25	5.04	0	0	false
5	24	337	393	8.97	5.11	0	0	false
5	25	387	410	9.62	5.07	0	0	false
5	26	353	366	9.31	5.29	0	0	false
5	27	294	0	9.66	0.99	0	1	true
5	28	299	7	9.94	0.94	0	1	false
5	29	312	6	9.55	1.29	0	1	false
5	30	321	25	9.24	0.89	0	1	false
5	31	289	3	9.98	0.98	0	1	false
5	32	313	5	9.2	0.82	0	1	false
5	33	307	3	9.63	0.94	0	1	false
5	34	296	13	9.29	1.25	0	1	false
5	35	327	6	9.49	1.05	0	1	false
5	36	270	3	9.42	1.15	0	1	false
5	37	285	5	9.92	0.73	0	1	false
5	38	307	7	9.36	0.92	0	1	false
5	39	287	0	9.33	1.05	0	1	false
5	40	274	27	9.82	1.12	0	1	false
5	41	285	2	9.98	0.83	0	1	false
5	42	303	0	9.23	1.07	0	1	false
5	43	293	31	9.71	1.13	0	1	false
5	44	298	5	9.67	0.91	0	1	false
5	45	268	22	10.01	1.28	0	1	false
5	46	286	3	9.29	0.74	0	1	false
5	47	305	1	9.27	0.93	0	1	false
5	48	312	3	9.37	1.28	0	1	false
5	49	310	11	9.8	0.92	0	1	false
5	50	307	23	9.78	1.26	0	1	false
5	51	281	6	9.9	0.8	0	1	false
5	52	288	3	9.7	0.92	0	1	false
5	53	285	21	9.22	1.01	0	1	false
5	54	295	7	9.44	0.74	0	1	false
6	0	364	386	9.25	5.03	0	0	true
6	1	357	360	9.04	4.77	0	0	false
6	2	334	372	9.08	4.97	0	0	false
6	3	352	374	9.24	4.95	0	0	false
6	4	359	404	9.44	5.15	0	0	false
6	5	342	358	9.41	5.14	0	0	false
6	6	353	363	9.03	5.05	0	0	false
6	7	369	379	8.9	4.83	0	0	false
6	8	353	403	9.32	5.25	0	0	false
6	9	342	386	9.27	5.15	0	0	false
6	10	365	418	9.21	4.94	0	0	false
6	11	368	394	9.64	4.92	0	0	false
6	12	358	378	9.29	4.92	0	0	false
6	13	360	377	9.43	4.97	0	0	false
6	14	358	398	9.6	5.33	0	0	false
6	15	349	394	9.66	5.26	0	0	false
6	16	390	374	9.62	4.99	0	0	false
6	17	389	416	9.45	5	0	0	false
6	18	372	389	8.89	5.23	0	0	false
6	19	361	396	9.15	4.74	0	0	false
6	20	351	403	9.22	5.1	0	0	false
6	21	379	362	9.2	5.29	0	0	false
6	22	366	406	8.86	5.06	0	0	false
6	23	356	400	9.35	5.05	0	0	false
6	24	341	384	8.82	4.9	0	0	false
6	25	390	401	9.33	4.93	0	0	false
6	26	358	358	9.33	5.21	0	0	false
6	27	299	8	9.66	0.99	0	1	true
6	28	305	15	9.57	0.93	0	1	false
6	29	315	15	9.43	0.71	0	1	false
6	30	327	32	9.54	0.81	0	1	false
6	31	295	12	10.01	0.77	0	1	false
6	32	319	11	9.2	0.71	0	1	false
6	33	313	10	9.98	0.97	0	1	false
6	34	299	22	10.12	0.68	0	1	false
6	35	331	15	10.03	1.28	0	1	false
6	36	274	11	9.58	1.12	0	1	false
6	37	292	11	9.54	0.9	0	1	false
6	38	312	14	9.57	1.21	0	1	false
6	39	291	8	9.45	1.14	0	1	false
6	40	278	36	10.01	0.92	0	1	false
6	41	292	9	9.57	0.96	0	1	false
6	42	307	8	9.28	1.02	0	1	false
6	43	298	40	10.09	0.68	0	1	false
6	44	304	13	9.22	0.91	0	1	false
6	45	271	31	9.38	0.92	0	1	false
6	46	293	9	9.62	0.89	0	1	false
6	47	310	9	9.95	0.88	0	1	false
6	48	314	12	9.27	1.04	0	1	false
6	49	316	19	9.75	1.07	0	1	false
6	50	311	35	9.4	0.95	0	1	false
6	51	291	13	9.97	1.27	0	1	false
6	52	296	12	9.38	1.21	0	1	false
6	53	293	29	9.27	0.89	0	1	false
6	54	304	15	9.27	1.01	0	1	false
7	0	367	377	9.25	5.03	0	0	true
7	1	357	351	9.16	4.87	0	0	false
7	2	336	364	9.38	5.06	0	0	false
7	3	354	365	8.85	4.8	0	0	false
7	4	363	395	9.38	4.85	0	0	false
7	5	346	350	8.96	4.75	0	0	false
7	6	356	355	9.6	5.08	0	0	false
7	7	370	370	8.8	5.06	0	0	false
7	8	358	395	9.37	5.13	0	0	false
7	9	346	377	9.23	5.14	0	0	false
7	10	367	409	9.41	5.29	0	0	false
7	11	370	384	9.41	4.92	0	0	false
7	12	360	369	9.03	4.74	0	0	false
7	13	363	368	9.61	5.3	0	0	false
7	14	363	390	9.03	4.95	0	0	false
7	15	354	385	9.69	5.13	0	0	false
7	16	392	364	8.98	5.17	0	0	false
7	17	392	407	8.92	5.29	0	0	false
7	18	376	381	9.37	5.06	0	0	false
7	19	361	387	9.18	4.99	0	0	false
7	20	355	394	9.63	5.24	0	0	false
7	21	384	354	9.18	5.31	0	0	false
7	22	369	398	9.03	5.12	0	0	false
7	23	359	392	9.15	4.8	0	0	false
7	24	342	376	9.24	5.31	0	0	false
7	25	392	392	9.55	5.11	0	0	false
7	26	362	350	9.32	5.28	0	0	false
7	27	304	16	9.66	0.99	0	1	true
7	28	310	23	9.48	1.07	0	1	false
7	29	322	21	9.64	1.16	0	1	false
7	30	333	39	10.09	0.72	0	1	false
7	31	302	19	9.78	1.26	0	1	false
7	32	326	17	9.81	0.95	0	1	false
7	33	319	18	9.36	1.23	0	1	false
7	34	307	28	9.91	0.96	0	1	false
7	35	334	24	9.68	1.17	0	1	false
7	36	278	20	9.45	1.22	0	1	false
7	37	298	19	9.49	1.14	0	1	false
7	38	316	23	9.37	1.17	0	1	false
7	39	295	17	9.28	0.98	0	1	false
7	40	285	44	9.62	1	0	1	false
7	41	297	17	9.46	1.1	0	1	false
7	42	312	16	9.29	0.85	0	1	false
7	43	305	46	9.63	0.87	0	1	false
7	44	310	20	9.72	1.13	0	1	false
7	45	277	39	9.45	0.83	0	1	false
7	46	299	17	9.86	0.83	0	1	false
7	47	317	16	9.66	0.81	0	1	false
7	48	319	20	9.56	0.75	0	1	false
7	49	321	28	9.2	1.04	0	1	false
7	50	316	46	9.69	1.29	0	1	false
7	51	297	22	9.94	0.93	0	1	false
7	52	302	21	9.96	0.71	0	1	false
7	53	301	37	9.36	1.16	0	1	false
7	54	311	25	9.51	0.91	0	1	false
8	0	370	368	9.25	5.03	0	0	true
8	1	359	342	9.49	4.84	0	0	false
8	2	340	355	9.33	5.25	0	0	false
8	3	355	356	9.51	4.86	0	0	false
8	4	364	386	8.99	4.85	0	0	false
8	5	346	341	9.52	4.97	0	0	false
8	6	359	346	9.16	4.88	0	0	false
8	7	373	362	9.6	5.34	0	0	false
8	8	362	386	9.39	4.81	0	0	false
8	9	350	369	9.02	5.24	0	0	false
8	10	372	401	9.28	5.21	0	0	false
8	11	372	375	9.05	5.04	0	0	false
8	12	360	360	9.02	5.19	0	0	false
8	13	368	360	9.58	5.16	0	0	false
8	14	365	381	9.37	4.95	0	0	false
8	15	358	377	9.43	5.26	0	0	false
8	16	396	356	9	4.94	0	0	false
8	17	397	400	8.9	5.09	0	0	false
8	18	379	373	8.82	5.27	0	0	false
8	19	363	378	9.15	4.84	0	0	false
8	20	360	386	9.38	4.78	0	0	false
8	21	389	347	9.16	4.76	0	0	false
8	22	373	389	9.32	4.74	0	0	false
8	23	360	382	9.11	4.89	0	0	false
8	24	348	368	9.54	4.81	0	0	false
8	25	396	383	9.33	4.89	0	0	false
8	26	368	342	9.28	4.92	0	0	false
8	27	310	24	9.66	0.99	0	1	true
8	28	315	31	9.2	0.74	0	1	false
8	29	326	30	9.64	1.22	0	1	false
8	30	341	46	9.95	0.77	0	1	false
8	31	305	28	9.59	1.21	0	1	false
8	32	332	25	9.43	0.95	0	1	false
8	33	322	27	9.67	0.69	0	1	false
8	34	312	36	9.18	1.08	0	1	false
8	35	338	33	9.75	1.1	0	1	false
8	36	281	29	9.55	1.29	0	1	false
8	37	302	27	9.19	1.1	0	1	false
8	38	319	32	9.79	0.84	0	1	false
8	39	300	24	9.63	1.2	0	1	false
8	40	290	52	9.77	0.78	0	1	false
8	41	301	25	9.39	0.78	0	1	false
8	42	318	23	9.62	1.3	0	1	false
8	43	312	54	9.34	0.69	0	1	false
8	44	314	29	9.47	0.9	0	1	false
8	45	283	46	9.85	0.82	0	1	false
8	46	306	24	9.47	0.75	0	1	false
8	47	323	23	10.11	1.3	0	1	false
8	48	326	26	9.76	0.98	0	1	false
8	49	325	35	9.59	0.97	0	1	false
8	50	320	58	9.5	1.19	0	1	false
8	51	306	30	9.19	0.88	0	1	false
8	52	309	30	9.19	1.1	0	1	false
8	53	305	49	9.25	1.08	0	1	false
8	54	320	32	9.38	1.27	0	1	false
9	0	373	360	9.25	5.03	0	0	true
9	1	360	333	9.27	5	0	0	false
9	2	344	347	9.19	4.86	0	0	false
9	3	356	347	9.16	4.99	0	0	false
9	4	365	377	9.39	5.02	0	0	false
9	5	349	332	9.55	5.24	0	0	false
9	6	361	337	9.55	4.72	0	0	false
9	7	379	354	8.8	5.22	0	0	false
9	8	363	377	9.22	5.13	0	0	false
9	9	354	361	9.29	5.16	0	0	false
9	10	376	393	8.92	5.31	0	0	false
9	11	375	366	9.27	4.99	0	0	false
9	12	364	352	9.55	4.9	0	0	false
9	13	372	351	9.14	5.29	0	0	false
9	14	368	372	9.14	4.95	0	0	false
9	15	363	369	9.44	4.83	0	0	false
9	16	398	348	9.62	5.16	0	0	false
9	17	400	392	9.5	5.09	0	0	false
9	18	384	365	8.79	5.26	0	0	false
9	19	364	369	9.18	4.91	0	0	false
9	20	360	376	9.45	5.08	0	0	false
9	21	389	337	9.01	4.76	0	0	false
9	22	373	380	8.96	5.04	0	0	false
9	23	361	373	9.45	5.19	0	0	false
9	24	349	359	9.4	4.8	0	0	false
9	25	397	374	9.56	4.8	0	0	false
9	26	369	333	9	4.89	0	0	false
9	27	315	32	9.66	0.99	0	1	true
9	28	322	37	9.4	1.1	0	1	false
9	29	329	39	10.11	1.28	0	1	false
9	30	348	53	9.77	1.09	0	1	false
9	31	308	37	9.33	1.23	0	1	false
9	32	337	33	9.4	1.03	0	1	false
9	33	329	33	9.63	1	0	1	false
9	34	317	44	9.88	0.77	0	1	false
9	35	342	42	9.4	0.85	0	1	false
9	36	284	38	9.83	0.99	0	1	false
9	37	306	36	9.32	0.74	0	1	false
9	38	326	39	9.99	1.03	0	1	false
9	39	304	33	10.04	1.2	0	1	false
9	40	297	59	9.55	0.72	0	1	false
9	41	308	32	9.74	1.15	0	1	false
9	42	321	32	9.85	0.92	0	1	false
9	43	319	60	9.47	1.01	0	1	false
9	44	320	37	9.3	0.74	0	1	false
9	45	290	53	9.34	1.06	0	1	false
9	46	313	31	9.29	0.69	0	1	false
9	47	326	33	9.94	0.7	0	1	false
9	48	331	35	9.3	0.89	0	1	false
9	49	331	43	9.87	0.85	0	1	false
9	50	324	70	9.56	0.94	0	1	false
9	51	314	39	10.1	1.06	0	1	false
9	52	310	38	9.88	1.03	0	1	false
9	53	312	55	9.84	1.24	0	1	false
9	54	326	40	9.85	0.74	0	1	false
10	0	376	351	9.25	5.03	0	0	true
10	1	362	324	8.94	4.87	0	0	false
10	2	346	338	8.86	4.78	0	0	false
10	3	359	338	9.54	5.16	0	0	false
10	4	368	368	9.4	5.31	0	0	false
10	5	354	323	9.12	5.3	0	0	false
10	6	361	327	8.81	5.33	0	0	false
10	7	383	347	9.65	5.11	0	0	false
10	8	367	369	9.17	5.29	0	0	false
10	9	358	353	9.03	5.01	0	0	false
10	10	381	385	9.36	5.32	0	0	false
10	11	377	357	9.55	4.82	0	0	false
10	12	366	342	9.42	4.76	0	0	false
10	13	377	343	9.05	5.16	0	0	false
10	14	370	363	9.06	4.91	0	0	false
10	15	364	359	8.81	5.29	0	0	false
10	16	402	339	9.06	5.14	0	0	false
10	17	404	383	9.23	4.98	0	0	false
10	18	389	358	9.68	5.27	0	0	false
10	19	366	360	9.13	5.05	0	0	false
10	20	364	367	8.89	4.73	0	0	false
10	21	390	328	8.99	5.26	0	0	false
10	22	376	371	9.21	4.92	0	0	false
10	23	366	365	9.28	5.2	0	0	false
10	24	350	349	9.09	4.92	0	0	false
10	25	398	364	9.02	4.93	0	0	false
10	26	371	324	9.6	5.27	0	0	false
10	27	320	40	9.66	0.99	0	1	true
10	28	326	46	9.83	0.96	0	1	false
10	29	332	48	10.1	1.1	0	1	false
10	30	352	61	9.33	1.21	0	1	false
10	31	311	46	9.99	1.25	0	1	false
10	32	342	41	10.13	0.94	0	1	false
10	33	334	42	9.38	1	0	1	false
10	34	324	51	10.1	1.08	0	1	false
10	35	349	49	9.68	1.14	0	1	false
10	36	289	46	9.79	0.98	0	1	false
10	37	313	42	9.64	0.9	0	1	false
10	38	331	48	9.65	1.19	0	1	false
10	39	308	43	9.38	1.1	0	1	false
10	40	304	65	9.35	1.07	0	1	false
10	41	312	41	10.14	1.01	0	1	false
10	42	327	40	10.11	1.06	0	1	false
10	43	324	68	9.84	0.7	0	1	false
10	44	327	43	9.55	0.86	0	1	false
10	45	294	61	9.33	0.79	0	1	false
10	46	320	37	9.72	0.72	0	1	false
10	47	333	40	9.61	1.17	0	1	false
10	48	337	42	9.57	0.88	0	1	false
10	49	337	51	9.68	0.71	0	1	false
10	50	330	81	9.18	0.69	0	1	false
10	51	321	50	9.75	0.95	0	1	false
10	52	318	47	9.48	0.8	0	1	false
10	53	318	63	9.2	0.94	0	1	false
10	54	336	47	9.58	0.8	0	1	false
11	0	379	342	9.25	5.03	0	0	true
11	1	364	315	9.44	4.95	0	0	false
11	2	346	329	9.66	5.12	0	0	false
11	3	363	329	9.01	5.09	0	0	false
11	4	373	360	9.49	5.03	0	0	false
11	5	359	316	9.02	4.92	0	0	false
11	6	366	320	9.19	5.12	0	0	false
11	7	387	338	9.58	4.93	0	0	false
11	8	372	361	9.3	5.22	0	0	false
11	9	361	344	9.3	5.28	0	0	false
11	10	387	378	9.09	5.25	0	0	false
11	11	378	348	9.34	5.2	0	0	false
11	12	366	333	9.24	4.85	0	0	false
11	13	381	335	8.99	5.07	0	0	false
11	14	372	354	8.79	5.25	0	0	false
11	15	369	352	9.49	5.18	0	0	false
11	16	406	331	9.17	5.18	0	0	false
11	17	406	374	9.05	4.73	0	0	false
11	18	394	349	9.42	4.91	0	0	false
11	19	369	351	9.42	5.3	0	0	false
11	20	364	359	9.64	5.09	0	0	false
11	21	394	321	9.27	4.79	0	0	false
11	22	378	362	9.28	5.12	0	0	false
11	23	370	357	9.36	4.98	0	0	false
11	24	351	340	9.61	5.11	0	0	false
11	25	400	355	9.35	4.88	0	0	false
11	26	376	316	9.31	5.06	0	0	false
11	27	325	48	9.66	0.99	0	1	true
11	28	332	54	9.57	0.83	0	1	false
11	29	337	57	9.56	1.25	0	1	false
11	30	356	70	10.01	1.3	0	1	false
11	31	315	55	10.09	1.16	0	1	false
11	32	348	49	9.97	1.3	0	1	false
11	33	339	49	9.84	0.86	0	1	false
11	34	329	60	9.19	0.76	0	1	false
11	35	353	58	9.68	1.22	0	1	false
11	36	295	54	9.31	1.12	0	1	false
11	37	319	49	10.06	0.89	0	1	false
11	38	335	57	9.29	0.88	0	1	false
11	39	312	51	9.61	1.13	0	1	false
11	40	308	73	9.27	0.96	0	1	false
11	41	317	49	9.23	0.83	0	1	false
11	42	331	49	9.85	0.84	0	1	false
11	43	331	74	9.46	0.75	0	1	false
11	44	333	50	9.78	0.96	0	1	false
11	45	301	68	9.18	0.8	0	1	false
11	46	327	43	9.8	1.14	0	1	false
11	47	337	48	9.19	1.11	0	1	false
11	48	343	49	9.95	0.92	0	1	false
11	49	345	57	10.03	1.13	0	1	false
11	50	337	89	9.79	1.29	0	1	false
11	51	330	59	9.3	1.2	0	1	false
11	52	322	55	9.74	0.94	0	1	false
11	53	321	69	9.78	1.13	0	1	false
11	54	340	55	9.18	0.97	0	1	false
12	0	382	333	9.25	5.03	0	0	true
12	1	366	306	9.36	5.02	0	0	false
12	2	350	320	9.04	5.27	0	0	false
12	3	366	321	8.96	4.93	0	0	false
12	4	376	351	9.18	4.96	0	0	false
12	5	361	307	9.42	5.09	0	0	false
12	6	370	312	9.31	4.99	0	0	false
12	7	389	328	9.36	5.09	0	0	false
